chr	pos	Hypo.pos	EM.pos	Hyper.pos	max.p	mCstatus	meanDiff	DM.status	index	meanCov.test	meanCov.control
chr1	2103869	0.1667	0.8333	0	0.8333	0	-0.4479	0	4790	4.75	7.25
chr1	2103871	0	1	0	1	0	0.0677	0	4791	4.25	7.25
chr1	2105338	0	1	0	1	0	0.0117	0	4792	48.75	57
chr1	2105347	0	1	0	1	0	0.0311	0	4793	48.75	57.25
chr1	2105355	0	1	0	1	0	0.0459	0	4794	48.75	57.25
chr1	2105368	0	1	0	1	0	-0.0047	0	4795	46.25	54.5
chr1	2108030	0	1	0	1	0	0.0833	0	4796	2	5.25
chr1	2108320	0	1	0	1	0	-0.0068	0	4797	16.25	20
chr1	2108326	0	1	0	1	0	-0.0639	0	4798	16.25	20.25
chr1	2108329	0	1	0	1	0	-0.0148	0	4799	16.25	20.25
chr1	2108352	0	1	0	1	0	0.0863	0	4800	15.25	18.75
chr1	2109632	0	1	0	1	0	-0.0721	0	4801	29.75	49.25
chr1	2109666	0	1	0	1	0	0.04	0	4802	28	47.25
chr1	2111188	0	1	0	1	0	0.0823	0	4803	38.25	65.75
chr1	2111209	0	1	0	1	0	0.0811	0	4804	37.5	65.75
chr1	2111236	0	1	0	1	0	-0.008	0	4805	34.25	57.25
chr1	2111590	0	0.4333	0.5667	0.5667	1	0.3886	1	4806	23.75	42
chr1	2111593	0	0.6333	0.3667	0.6333	0	0.2487	0	4807	23.75	42
chr1	2111630	0	0.9333	0.0667	0.9333	0	0.2508	0	4808	23.25	40.5
chr1	2111632	0	1	0	1	0	0.2186	0	4809	23	40
chr1	2111677	0	0.6667	0.3333	0.6667	0	0.2611	0	4810	46.25	54.25
chr1	2111710	0	0.5	0.5	0.5	0	0.3157	0	4811	42.5	51.75
chr1	2111785	0.0667	0.5333	0.4	0.5333	0	0.206	0	4812	26	29.5
chr1	2111818	0.1667	0.5333	0.3	0.5333	0	0.227	0	4813	22	28
chr1	2112283	0	0.3	0.7	0.7	1	0.503	1	4814	9.75	7.75
chr1	2113284	0	1	0	1	0	0.0292	0	4815	20	13.75
chr1	2115042	0	1	0	1	0	0.0073	0	4816	51.75	60.5
chr1	2115046	0	0.9333	0.0667	0.9333	0	0.0768	0	4817	52	60.5
chr1	2115065	0	1	0	1	0	0.1034	0	4818	54.25	61.75
chr1	2115132	0	1	0	1	0	0.2824	0	4819	57.25	70.75
chr1	2115135	0	1	0	1	0	0.1719	0	4820	57.25	70.75
chr1	2115167	0	1	0	1	0	0.0377	0	4821	45	60
chr1	2115497	0	1	0	1	0	0.1377	0	4822	101	113.75
chr1	2115521	0	1	0	1	0	0.1476	0	4823	101.75	116.75
chr1	2115873	0	1	0	1	0	0.0024	0	4824	75.75	93.25
chr1	2115909	0	1	0	1	0	0.0019	0	4825	73	89.5
chr1	2115918	0	1	0	1	0	0	0	4826	70.75	85.5
chr1	2115920	0	1	0	1	0	-0.002	0	4827	66.25	75.5
chr1	2116008	0	1	0	1	0	0	0	4828	6.75	18.5
chr1	2116011	0	1	0	1	0	0	0	4829	6.75	18.75
chr1	2116026	0	1	0	1	0	0	0	4830	6.75	18.75
chr1	2116028	0	1	0	1	0	0	0	4831	6.75	18.75
chr1	2116035	0	1	0	1	0	0	0	4832	6.75	18.75
chr1	2116037	0	1	0	1	0	0	0	4833	6.75	18.75
chr1	2116040	0	1	0	1	0	0	0	4834	6.5	18.75
chr1	2116056	0	1	0	1	0	0	0	4835	2.5	14.25
chr1	2118289	0	1	0	1	0	0.3869	0	4836	4	2.5
chr1	2118599	0.0333	0.9667	0	0.9667	0	-0.0344	0	4837	10	15
chr1	2120428	0.1	0.9	0	0.9	0	-0.2694	0	4838	6.5	5
chr1	2120440	0	1	0	1	0	-0.1583	0	4839	6.5	5
chr1	2121977	0.0333	0.9667	0	0.9667	0	-0.258	0	4840	13	14
chr1	2121990	0	1	0	1	0	-0.0173	0	4841	13.5	14.25
chr1	2121995	0	1	0	1	0	0.0662	0	4842	13.5	14.25
chr1	2122017	0	1	0	1	0	0.0604	0	4843	13	13.75
chr1	2123472	0	1	0	1	0	-0.0417	0	4844	6	8.25
chr1	2123497	0	1	0	1	0	-0.0743	0	4845	6.25	8.25
chr1	2125147	0	1	0	1	0	0.0948	0	4846	45	55.25
chr1	2125179	0	1	0	1	0	0.0348	0	4847	40.75	51.25
chr1	2125820	0	1	0	1	0	0.0779	0	4848	35.25	26.5
chr1	2125824	0.0333	0.8667	0.1	0.8667	0	-0.033	0	4849	35.25	26.5
chr1	2125843	0	1	0	1	0	-0.0505	0	4850	35.25	26.5
chr1	2125934	0	1	0	1	0	0.0718	0	4851	12.5	15.25
chr1	2125975	0	1	0	1	0	0.2117	0	4852	12.75	15.25
chr1	2126028	0	1	0	1	0	0.1702	0	4853	46.25	41
chr1	2126077	0	1	0	1	0	0.0198	0	4854	23.25	25
chr1	2126103	0	1	0	1	0	-0.2084	0	4855	3	4
chr1	2126124	0	1	0	1	0	-0.2292	0	4856	3	4
chr1	2126267	0	1	0	1	0	-0.01	0	4857	9.5	16
chr1	2126271	0	1	0	1	0	0	0	4858	9.5	16
chr1	2126276	0	1	0	1	0	0	0	4859	9.5	16
chr1	2126278	0	1	0	1	0	0	0	4860	9.5	16
chr1	2126283	0	1	0	1	0	0	0	4861	9.5	16
chr1	2126297	0	1	0	1	0	-0.0192	0	4862	9.5	15.75
chr1	2126309	0	1	0	1	0	0.181	0	4863	8.5	9.5
chr1	2126320	0	1	0	1	0	0	0	4864	5.75	4.5
chr1	2126325	0	1	0	1	0	0.3206	0	4865	5.75	4.5
chr1	2126336	0	1	0	1	0	0	0	4866	4	4.25
chr1	2126349	0	1	0	1	0	-0.0917	0	4867	3.75	4.25
chr1	2126354	0	1	0	1	0	0	0	4868	3.75	4.25
chr1	2126769	0	1	0	1	0	-0.2785	0	4869	11	11.75
chr1	2126772	0.0333	0.9667	0	0.9667	0	-0.2002	0	4870	11	11.75
chr1	2126774	0	0.9667	0.0333	0.9667	0	-0.187	0	4871	11	11.75
chr1	2126776	0	1	0	1	0	-0.1842	0	4872	11	11.75
chr1	2126779	0.0333	0.9667	0	0.9667	0	-0.1548	0	4873	11	11.75
chr1	2126783	0	1	0	1	0	-0.1564	0	4874	11	11.75
chr1	2126790	0	0.9667	0.0333	0.9667	0	-0.1591	0	4875	11	11.75
chr1	2126802	0	1	0	1	0	-0.2736	0	4876	10.5	10.5
chr1	2126806	0	1	0	1	0	-0.1234	0	4877	10.5	11
chr1	2126808	0	0.9667	0.0333	0.9667	0	-0.2174	0	4878	10.5	11
chr1	2126814	0	1	0	1	0	-0.0278	0	4879	9.5	10
chr1	2126996	0.0333	0.9333	0.0333	0.9333	0	0.0327	0	4880	30.25	34.75
chr1	2127000	0.0333	0.9667	0	0.9667	0	-0.1253	0	4881	30.25	34.75
chr1	2127007	0	1	0	1	0	-0.1899	0	4882	30.25	34.75
chr1	2127017	0	1	0	1	0	-0.0985	0	4883	30.25	34.75
chr1	2127022	0	1	0	1	0	-0.0639	0	4884	29.75	33.75
chr1	2127025	0	1	0	1	0	-0.0524	0	4885	28.5	32.75
chr1	2127040	0	1	0	1	0	-0.0779	0	4886	22.25	26.5
chr1	2127042	0	1	0	1	0	-0.1564	0	4887	22.5	25.25
chr1	2127046	0	1	0	1	0	-0.0014	0	4888	41.75	36.25
chr1	2127066	0.0333	0.9667	0	0.9667	0	-0.1068	0	4889	42	36.25
chr1	2127083	0	1	0	1	0	-0.0095	0	4890	11	9
chr1	2127085	0	1	0	1	0	-0.001	0	4891	10.75	8.75
chr1	2127117	0	1	0	1	0	-0.0921	0	4892	68	94.75
chr1	2127120	0	1	0	1	0	8e-04	0	4893	68.25	94.75
chr1	2127125	0	1	0	1	0	-0.013	0	4894	68.25	95
chr1	2127150	0	1	0	1	0	-0.0636	0	4895	65.25	89.75
chr1	2127159	0	1	0	1	0	-0.0879	0	4896	60.5	83.75
chr1	2127525	0	1	0	1	0	0.0728	0	4897	34	36.25
chr1	2127544	0	1	0	1	0	0.2298	0	4898	34	36.5
chr1	2127553	0	0.9667	0.0333	0.9667	0	0.2103	0	4899	33.75	36.25
chr1	2129035	0	1	0	1	0	-0.0707	0	4900	18.5	22.5
chr1	2129081	0	1	0	1	0	-0.065	0	4901	13.25	11
chr1	2130283	0	0.7667	0.2333	0.7667	0	0.3639	0	4902	5.75	4.5
chr1	2133829	0	0.9333	0.0667	0.9333	0	0.0048	0	4903	32.75	34.25
chr1	2133862	0.0333	0.9667	0	0.9667	0	-0.1131	0	4904	32.5	34.25
chr1	2134219	0.0667	0.9333	0	0.9333	0	-0.1715	0	4905	24	26.5
chr1	2134231	0	1	0	1	0	-0.0693	0	4906	24.5	26.5
chr1	2134237	0.0333	0.9667	0	0.9667	0	-0.2316	0	4907	24.5	26.5
chr1	2134239	0	1	0	1	0	-0.1634	0	4908	24.5	26.5
chr1	2134262	0	1	0	1	0	-0.0937	0	4909	13.5	14.5
chr1	2134733	0.0333	0.9333	0.0333	0.9333	0	-0.2415	0	4910	25.25	20.75
chr1	2134773	0	1	0	1	0	-0.0129	0	4911	22	18.25
chr1	2134779	0.0333	0.9667	0	0.9667	0	-0.1643	0	4912	20	16.75
chr1	2135158	0.1333	0.8333	0.0333	0.8333	0	-0.2412	0	4913	30.25	31
chr1	2135192	0.1	0.8667	0.0333	0.8667	0	-0.1547	0	4914	30	30.5
chr1	2137231	0	1	0	1	0	-0.0294	0	4915	14	16.5
chr1	2137257	0	1	0	1	0	-0.0221	0	4916	14	17
chr1	2137373	0.0333	0.9667	0	0.9667	0	-0.2168	0	4917	65.25	62.75
chr1	2137390	0	1	0	1	0	0.0411	0	4918	65.25	63
chr1	2137398	0	1	0	1	0	0.0232	0	4919	65.25	63
chr1	2137411	0	1	0	1	0	0.009	0	4920	60.25	60
chr1	2137414	0	1	0	1	0	0.039	0	4921	58.5	58.25
chr1	2148274	0	0.5333	0.4667	0.5333	0	0.3994	0	4922	14	23
chr1	2148283	0	1	0	1	0	0.0364	0	4923	14.5	23
chr1	2148290	0	1	0	1	0	0.1465	0	4924	14.5	23
chr1	2148321	0	1	0	1	0	0.1161	0	4925	12.75	18.5
chr1	2148341	0	1	0	1	0	0.0312	0	4926	7	8.5
chr1	2148345	0	1	0	1	0	0.0612	0	4927	7	8.5
chr1	2148350	0	0.9667	0.0333	0.9667	0	0.1926	0	4928	7	8.5
chr1	2148356	0	0.9333	0.0667	0.9333	0	0.1844	0	4929	7	8.5
chr1	2148363	0	0.9667	0.0333	0.9667	0	0.1431	0	4930	7	8.5
chr1	2148371	0	0.5667	0.4333	0.5667	0	0.4414	0	4931	6.75	8.5
chr1	2148378	0	1	0	1	0	0	0	4932	6	7.25
chr1	2148384	0	1	0	1	0	0	0	4933	5.25	6
chr1	2148389	0	1	0	1	0	0.0417	0	4934	3	3.25
chr1	2148420	0	1	0	1	0	0.0234	0	4935	54.75	58
chr1	2148427	0	1	0	1	0	0.0635	0	4936	55.75	58.5
chr1	2148429	0	1	0	1	0	0.0447	0	4937	55.75	58.5
chr1	2148435	0	1	0	1	0	0.043	0	4938	55.75	58.5
chr1	2148641	0	1	0	1	0	0.0192	0	4939	51.25	50.5
chr1	2148648	0	1	0	1	0	-0.0142	0	4940	51.25	50
chr1	2148651	0	1	0	1	0	0.0064	0	4941	51.25	50
chr1	2148662	0	1	0	1	0	-0.002	0	4942	51.25	50
chr1	2148664	0	1	0	1	0	0	0	4943	51.25	50
chr1	2148667	0	1	0	1	0	0.0128	0	4944	51	50
chr1	2148669	0	1	0	1	0	0.0028	0	4945	50.75	49
chr1	2148676	0	1	0	1	0	0	0	4946	49	48.75
chr1	2148681	0	1	0	1	0	0	0	4947	47.25	45.5
chr1	2148684	0	1	0	1	0	0.0078	0	4948	42.75	39
chr1	2148842	0	1	0	1	0	0	0	4949	20.5	18
chr1	2148846	0	1	0	1	0	0	0	4950	20.5	18
chr1	2148863	0	1	0	1	0	0.0125	0	4951	20.5	18.25
chr1	2148867	0	1	0	1	0	0	0	4952	20	18.25
chr1	2148872	0	1	0	1	0	0	0	4953	14.25	14
chr1	2148962	0	1	0	1	0	0	0	4954	42	45
chr1	2148966	0	1	0	1	0	0	0	4955	42.25	45.25
chr1	2148972	0	1	0	1	0	0	0	4956	42.25	45.25
chr1	2148975	0	1	0	1	0	0	0	4957	42.25	45.25
chr1	2148981	0	1	0	1	0	0	0	4958	42.25	45.25
chr1	2148987	0	1	0	1	0	0	0	4959	42.25	45.25
chr1	2148991	0	1	0	1	0	0	0	4960	42	44.75
chr1	2148993	0	1	0	1	0	0	0	4961	42.25	44.75
chr1	2149000	0	1	0	1	0	-0.0066	0	4962	39.5	43
chr1	2149007	0	1	0	1	0	0	0	4963	37.5	41.25
chr1	2149010	0	1	0	1	0	0	0	4964	29	31.25
chr1	2149067	0	1	0	1	0	-0.0044	0	4965	79.25	92.75
chr1	2149071	0	1	0	1	0	0	0	4966	80	92.75
chr1	2149075	0	1	0	1	0	0.0021	0	4967	80.25	92.75
chr1	2149081	0	1	0	1	0	-0.0024	0	4968	80.25	92.75
chr1	2149096	0	1	0	1	0	-0.0057	0	4969	57.75	72.25
chr1	2149102	0	1	0	1	0	-0.0024	0	4970	53.25	67.75
chr1	2149106	0	1	0	1	0	0.0034	0	4971	49.25	62.75
chr1	2149112	0	1	0	1	0	0	0	4972	43	57
chr1	2149180	0	1	0	1	0	-0.0025	0	4973	89.25	90.5
chr1	2149191	0	1	0	1	0	0	0	4974	89.5	90.25
chr1	2149211	0	1	0	1	0	0	0	4975	73.75	82.25
chr1	2149225	0	1	0	1	0	0.0109	0	4976	55.5	60
chr1	2149229	0	1	0	1	0	0	0	4977	37.25	44
chr1	2149261	0	1	0	1	0	-0.0105	0	4978	73.75	70.25
chr1	2149264	0	1	0	1	0	0	0	4979	74	70.25
chr1	2149266	0	1	0	1	0	0	0	4980	74	70.25
chr1	2149271	0	1	0	1	0	0.0025	0	4981	74	70.75
chr1	2149276	0	1	0	1	0	0	0	4982	74	70.75
chr1	2149280	0	1	0	1	0	-0.005	0	4983	74	70.75
chr1	2149283	0	1	0	1	0	0	0	4984	74	70.75
chr1	2149285	0	1	0	1	0	0	0	4985	72.5	69.75
chr1	2149290	0	1	0	1	0	0	0	4986	62.5	58.75
chr1	2149295	0	1	0	1	0	0.0058	0	4987	48.25	38.25
chr1	2149298	0	1	0	1	0	0	0	4988	44	32
chr1	2149300	0	1	0	1	0	0	0	4989	43.5	33
chr1	2149303	0	1	0	1	0	-0.0227	0	4990	26.75	21
chr1	2149354	0	1	0	1	0	0.0049	0	4991	109	96.25
chr1	2149366	0	1	0	1	0	0	0	4992	109.5	96.5
chr1	2149369	0	1	0	1	0	0.0023	0	4993	109.5	96.5
chr1	2149373	0	1	0	1	0	3e-04	0	4994	109.5	96.5
chr1	2149378	0	1	0	1	0	0	0	4995	109.5	96.5
chr1	2149385	0	1	0	1	0	0.0026	0	4996	108.75	94.75
chr1	2149387	0	1	0	1	0	0	0	4997	108	92.75
chr1	2149390	0	1	0	1	0	0	0	4998	108.25	94
chr1	2149393	0	1	0	1	0	0	0	4999	108	93.25
chr1	2149396	0	1	0	1	0	0	0	5000	107.25	92
chr1	2149398	0	1	0	1	0	0.0068	0	5001	103.75	90.5
chr1	2149532	0	1	0	1	0	0.0023	0	5002	91.75	86.5
chr1	2149536	0	1	0	1	0	-0.0035	0	5003	92.25	86.5
chr1	2149540	0	1	0	1	0	-0.0017	0	5004	92.25	86.5
chr1	2149545	0	1	0	1	0	0	0	5005	92.25	86.5
chr1	2149547	0	1	0	1	0	0	0	5006	92.25	86.5
chr1	2149559	0	1	0	1	0	0.0026	0	5007	85.5	75.75
chr1	2149564	0	1	0	1	0	0.0032	0	5008	67.75	50.5
chr1	2149567	0	1	0	1	0	0.0096	0	5009	50.5	34.25
chr1	2149570	0	1	0	1	0	0	0	5010	30.75	20.25
chr1	2149573	0	1	0	1	0	0	0	5011	21	10.75
chr1	2149575	0	1	0	1	0	0	0	5012	21	13.25
chr1	2149578	0	1	0	1	0	0	0	5013	18	12
chr1	2149580	0	1	0	1	0	0	0	5014	14	5.75
chr1	2149626	0	1	0	1	0	-0.0074	0	5015	20.25	25.5
chr1	2149635	0	1	0	1	0	0	0	5016	19.25	25
chr1	2149641	0	1	0	1	0	0	0	5017	19.25	25
chr1	2149645	0	1	0	1	0	0	0	5018	19.25	25
chr1	2149648	0	1	0	1	0	0	0	5019	19.25	25
chr1	2149650	0	1	0	1	0	0	0	5020	19	24.75
chr1	2149653	0	1	0	1	0	0	0	5021	16	20
chr1	2149658	0	1	0	1	0	0	0	5022	17.25	22.25
chr1	2149660	0	1	0	1	0	0	0	5023	15.25	18.75
chr1	2149665	0	1	0	1	0	0	0	5024	8	10
chr1	2149667	0	1	0	1	0	0	0	5025	5.5	6.25
chr1	2149670	0	1	0	1	0	0	0	5026	4.25	4.5
chr1	2149704	0	1	0	1	0	0.0058	0	5027	23	29.75
chr1	2149710	0	1	0	1	0	0	0	5028	22.75	28.75
chr1	2149712	0	1	0	1	0	0	0	5029	22.75	28.75
chr1	2149716	0	1	0	1	0	0	0	5030	22.75	28.75
chr1	2149722	0	1	0	1	0	0	0	5031	22.75	28.75
chr1	2149728	0	1	0	1	0	0	0	5032	19.5	26.25
chr1	2149737	0	1	0	1	0	0	0	5033	5	7.75
chr1	2149739	0	1	0	1	0	0	0	5034	4	6
chr1	2149800	0	1	0	1	0	0.0023	0	5035	44.25	50.75
chr1	2149804	0	1	0	1	0	0	0	5036	43	48.75
chr1	2149807	0	1	0	1	0	0	0	5037	43	48.75
chr1	2149810	0	1	0	1	0	0	0	5038	43	48.75
chr1	2149814	0	1	0	1	0	0.0062	0	5039	43	48.75
chr1	2149816	0	1	0	1	0	0	0	5040	43	48.75
chr1	2149819	0	1	0	1	0	-0.006	0	5041	43	48.75
chr1	2149821	0	1	0	1	0	-0.0034	0	5042	43	48.75
chr1	2149826	0	1	0	1	0	0.0148	0	5043	39.75	41.5
chr1	2149828	0	1	0	1	0	-0.0012	0	5044	39.25	40.25
chr1	2149839	0	1	0	1	0	0	0	5045	14	10
chr1	2149842	0	1	0	1	0	0	0	5046	13.25	8.75
chr1	2149848	0	1	0	1	0	0.0641	0	5047	36.75	36.75
chr1	2149852	0	1	0	1	0	0	0	5048	30	33.5
chr1	2149855	0	1	0	1	0	0	0	5049	30	33.5
chr1	2149858	0	1	0	1	0	-0.0072	0	5050	30	33.5
chr1	2149868	0	1	0	1	0	0	0	5051	30	33.5
chr1	2149871	0	1	0	1	0	0	0	5052	30	33.5
chr1	2149882	0	1	0	1	0	0	0	5053	29.75	33.5
chr1	2149887	0	1	0	1	0	0	0	5054	29.75	33.5
chr1	2149891	0	1	0	1	0	0	0	5055	29.5	33.5
chr1	2150109	0	1	0	1	0	0.0051	0	5056	67	71.5
chr1	2150124	0	1	0	1	0	0	0	5057	67.25	71.5
chr1	2150157	0	1	0	1	0	0	0	5058	59.25	64
chr1	2150169	0	1	0	1	0	-0.0028	0	5059	45.5	57
chr1	2150173	0	1	0	1	0	0	0	5060	45.75	57
chr1	2150181	0	1	0	1	0	0	0	5061	45.75	57
chr1	2150184	0	1	0	1	0	0	0	5062	45.75	57
chr1	2150186	0	1	0	1	0	0	0	5063	45.75	57
chr1	2150193	0	1	0	1	0	-6e-04	0	5064	45.25	55
chr1	2150218	0	1	0	1	0	0	0	5065	14.25	26
chr1	2150253	0	1	0	1	0	-0.0077	0	5066	36.5	39
chr1	2150260	0	1	0	1	0	0	0	5067	36.75	39
chr1	2150269	0	1	0	1	0	0	0	5068	36.75	39
chr1	2150274	0	1	0	1	0	0	0	5069	36.75	39
chr1	2150277	0	1	0	1	0	0	0	5070	36.75	38.75
chr1	2150281	0	1	0	1	0	0	0	5071	36.75	38.5
chr1	2150296	0	1	0	1	0	0	0	5072	36.5	37.25
chr1	2151746	0	1	0	1	0	0	0	5073	18	12.25
chr1	2151780	0	1	0	1	0	-0.0356	0	5074	16.75	12
chr1	2151782	0	1	0	1	0	0.0548	0	5075	16.75	11.5
chr1	2151864	0.1	0.9	0	0.9	0	-0.1804	0	5076	46.75	54.25
chr1	2153614	0.1667	0.8333	0	0.8333	0	-0.168	0	5077	40	42
chr1	2153639	0.1333	0.8333	0.0333	0.8333	0	-0.1451	0	5078	40	41.75
chr1	2154507	0.0333	0.8333	0.1333	0.8333	0	0.0688	0	5079	21.25	17.25
chr1	2155365	0.5	0.4333	0.0667	0.5	-1	-0.275	0	5080	24.25	40.5
chr1	2155382	0.8333	0.1667	0	0.8333	-1	-0.4424	-1	5081	24.75	40.5
chr1	2155403	0.0667	0.9333	0	0.9333	0	-0.1182	0	5082	21.75	38.25
chr1	2155926	0.2667	0.7333	0	0.7333	0	-0.4847	0	5083	6.75	5
chr1	2156675	0.0333	0.9667	0	0.9667	0	0.0997	0	5084	21	20
chr1	2156684	0	1	0	1	0	0.0689	0	5085	21	20
chr1	2156698	0	1	0	1	0	0.0765	0	5086	21.25	20
chr1	2156724	0.3	0.7	0	0.7	0	-0.2158	0	5087	11	11.5
chr1	2157118	0	1	0	1	0	0.0208	0	5088	14.5	18
chr1	2157127	0	1	0	1	0	0.0081	0	5089	14.5	18
chr1	2157142	0	1	0	1	0	0.0141	0	5090	14.25	18
chr1	2159107	0	1	0	1	0	0.0962	0	5091	42	52.25
chr1	2159120	0	1	0	1	0	0.0798	0	5092	42.75	52.75
chr1	2159134	0	1	0	1	0	0.0378	0	5093	42.25	52
chr1	2159136	0	1	0	1	0	0.038	0	5094	42.25	51.5
chr1	2159142	0	1	0	1	0	-0.1474	0	5095	42.25	50.5
chr1	2159162	0	1	0	1	0	-0.0311	0	5096	9.75	11.25
chr1	2159173	0	1	0	1	0	0.1332	0	5097	9.75	11.25
chr1	2159730	0	1	0	1	0	0.0394	0	5098	18.5	24
chr1	2159802	0	1	0	1	0	0.0226	0	5099	13.5	18.25
chr1	2161072	0	1	0	1	0	-0.4125	0	5100	1.75	4.25
chr1	2161494	0	0.9667	0.0333	0.9667	0	0.1654	0	5101	8.75	11.75
chr1	2161525	0	0.9	0.1	0.9	0	0.2423	0	5102	8.5	11.5
chr1	2162852	0	1	0	1	0	0.0766	0	5103	9.25	10.5
chr1	2162882	0	1	0	1	0	0.0426	0	5104	9.25	10.5
chr1	2162893	0	1	0	1	0	0.0839	0	5105	9.25	10.5
chr1	2169566	0	1	0	1	0	0.1537	0	5106	11	14.5
chr1	2169594	0	1	0	1	0	0.0466	0	5107	11	14.5
chr1	2170642	0	1	0	1	0	0.0528	0	5108	7	8
chr1	2170648	0	1	0	1	0	0.0465	0	5109	7.25	8
chr1	2170658	0	1	0	1	0	0.0028	0	5110	7.25	8
chr1	2174562	0	1	0	1	0	0.017	0	5111	36	40.5
chr1	2174570	0	1	0	1	0	0.0022	0	5112	36.25	40.75
chr1	2180434	0	1	0	1	0	0.0988	0	5113	18.5	19.75
chr1	2180483	0	1	0	1	0	-0.0281	0	5114	9.75	10.75
chr1	2189651	0	1	0	1	0	-0.0426	0	5115	72.25	73.5
chr1	2189689	0	1	0	1	0	-0.0118	0	5116	71.75	74
chr1	2192831	0	1	0	1	0	0.1555	0	5117	4.75	5.25
chr1	2192841	0	1	0	1	0	0.2493	0	5118	4.75	5.25
chr1	2193406	0	1	0	1	0	0.0656	0	5119	24.5	22.5
chr1	2193427	0	0.8333	0.1667	0.8333	0	0.3418	0	5120	24.75	22.5
chr1	2193449	0	1	0	1	0	0.2007	0	5121	24	22
chr1	2194540	0	1	0	1	0	0.0202	0	5122	40.5	50.25
chr1	2195132	0	1	0	1	0	0.0625	0	5123	8.5	5
chr1	2195138	0	1	0	1	0	-0.0099	0	5124	8.5	5
chr1	2195147	0	1	0	1	0	0.0094	0	5125	8.5	5
chr1	2195159	0	1	0	1	0	-0.0567	0	5126	8.5	5
chr1	2195250	0	1	0	1	0	-0.0671	0	5127	51.25	42.75
chr1	2195256	0	1	0	1	0	-0.0334	0	5128	51.25	43
chr1	2195290	0	1	0	1	0	-0.0107	0	5129	47.25	41
chr1	2196469	0	1	0	1	0	0.0607	0	5130	64.25	64.75
chr1	2196484	0	1	0	1	0	0.0115	0	5131	64.5	64.75
chr1	2196486	0	1	0	1	0	0.0208	0	5132	64.5	64.75
chr1	2201531	0	1	0	1	0	0.0352	0	5133	50.5	54
chr1	2201575	0	1	0	1	0	0.02	0	5134	45	50.25
chr1	2204069	0	1	0	1	0	0.0384	0	5135	8.25	7.75
chr1	2204076	0	1	0	1	0	-0.0555	0	5136	8.25	7.5
chr1	2204082	0	0.9667	0.0333	0.9667	0	0.2729	0	5137	8.25	7.5
chr1	2204100	0	1	0	1	0	0.0417	0	5138	7.5	6.75
chr1	2204168	0	1	0	1	0	0.0199	0	5139	24.25	27
chr1	2204278	0	1	0	1	0	0.0374	0	5140	13.75	16.25
chr1	2204291	0	1	0	1	0	-0.1816	0	5141	14	16.25
chr1	2204304	0	1	0	1	0	-0.05	0	5142	14	16.25
chr1	2204417	0	1	0	1	0	-5e-04	0	5143	28	28.25
chr1	2204426	0	1	0	1	0	-0.0074	0	5144	28	28.25
chr1	2204435	0	1	0	1	0	0.001	0	5145	28	28.5
chr1	2204458	0	1	0	1	0	-0.0441	0	5146	26.75	28.25
chr1	2205395	0	1	0	1	0	0.1206	0	5147	33.25	22
chr1	2205472	0	1	0	1	0	0.0905	0	5148	16.25	11.5
chr1	2205502	0	1	0	1	0	-0.0312	0	5149	16.25	11.5
chr1	2205511	0	1	0	1	0	-0.0312	0	5150	16	10.75
chr1	2205906	0	1	0	1	0	0.0738	0	5151	20.5	17.75
chr1	2205920	0	1	0	1	0	0.0234	0	5152	20.5	18.25
chr1	2205927	0	1	0	1	0	0.0148	0	5153	20.5	18.25
chr1	2205985	0	1	0	1	0	0.0473	0	5154	31	43.75
chr1	2206062	0	1	0	1	0	0.0476	0	5155	39	50.5
chr1	2206065	0	1	0	1	0	0.0094	0	5156	39.5	50.75
chr1	2206092	0	1	0	1	0	0.0202	0	5157	39	50.5
chr1	2208355	0	1	0	1	0	0.1865	0	5158	18.25	28.5
chr1	2208367	0	1	0	1	0	0.2064	0	5159	18.25	29
chr1	2210282	0	1	0	1	0	-0.0333	0	5160	17.25	12.75
chr1	2210288	0	1	0	1	0	-8e-04	0	5161	17.5	12.75
chr1	2210301	0	1	0	1	0	-0.1033	0	5162	17.5	13.5
chr1	2210306	0	1	0	1	0	-0.0494	0	5163	17.5	13.5
chr1	2212731	0.2	0.8	0	0.8	0	-0.3748	0	5164	13.75	14.5
chr1	2212756	0.1333	0.8667	0	0.8667	0	-0.3952	0	5165	13.75	14.25
chr1	2215055	0	1	0	1	0	0.0021	0	5166	22.25	19
chr1	2215068	0	1	0	1	0	-0.0073	0	5167	22.25	19
chr1	2215088	0	1	0	1	0	-0.097	0	5168	22.25	19
chr1	2215096	0	1	0	1	0	0.0136	0	5169	22	19
chr1	2219323	0	1	0	1	0	0.067	0	5170	39.25	29.75
chr1	2219338	0	1	0	1	0	-0.0153	0	5171	39.25	29.75
chr1	2219362	0	1	0	1	0	-0.027	0	5172	34.75	25.5
chr1	2219456	0	1	0	1	0	0.0316	0	5173	35.75	39
chr1	2219459	0	1	0	1	0	0.0275	0	5174	36	39.25
chr1	2219499	0	1	0	1	0	-0.0013	0	5175	32.25	35.75
chr1	2219501	0	1	0	1	0	-0.0172	0	5176	32	35.5
chr1	2219725	0	1	0	1	0	-0.0698	0	5177	16	16
chr1	2219772	0	1	0	1	0	-0.02	0	5178	11.25	8.75
chr1	2219790	0.0333	0.9667	0	0.9667	0	-0.0152	0	5179	24.75	28.75
chr1	2219834	0	1	0	1	0	0.06	0	5180	18.75	24.25
